"parameter","estimate","se","rse","shrinkage","file"
"ETA2",0.439,0.00587,1.3371298405467,NA,"NM_0_3815.lst"
"ETA3",0.013,4.31e-05,0.331538461538462,NA,"NM_0_3815.lst"
"ETA4",0.0945,0.000344,0.364021164021164,NA,"NM_0_3815.lst"
"ETA1",0.186,0.00168,0.903225806451613,NA,"NM_0_3816.lst"
"ETA2",0.439,0.00479,1.09111617312073,NA,"NM_0_3816.lst"
"ETA3",0.0129,8.37e-05,0.648837209302326,NA,"NM_0_3816.lst"
"ETA4",0.104,0.000418,0.401923076923077,NA,"NM_0_3816.lst"
"ETA1",0.0368,0.0205,55.7065217391304,NA,"NM_0_386.lst"
"ETA1",0.0737,0.0347,47.0827679782904,NA,"NM_0_388.lst"
"ETA1",0.0737,0.0385,52.2388059701493,NA,"NM_0_390.lst"
"ETA1",0,0.418,Inf,NA,"NM_0_391.lst"
"ETA1",0.1,0.0475,47.5,NA,"NM_0_391_1124.lst"
"ETA1",0.0948,0.0442,46.6244725738397,NA,"NM_0_391_1285.lst"
"ETA1",0.101,0.0479,47.4257425742574,NA,"NM_0_391_1446.lst"
"ETA1",0.0875,0.0421,48.1142857142857,NA,"NM_0_391_1607.lst"
"ETA1",0.0845,0.047,55.6213017751479,NA,"NM_0_391_1768.lst"
"ETA1",0.092,0.032,34.7826086956522,NA,"NM_0_391_182.lst"
"ETA1",0.0997,0.0449,45.0351053159478,NA,"NM_0_391_1929.lst"
"ETA1",0.0899,0.0362,40.2669632925473,NA,"NM_0_391_2090.lst"
"ETA1",0.0902,0.0404,44.7893569844789,NA,"NM_0_391_2251.lst"
"ETA1",0.0901,0.0363,40.2885682574917,NA,"NM_0_391_2412.lst"
"ETA1",0.0795,0.0434,54.5911949685535,NA,"NM_0_391_2573.lst"
"ETA1",0.109,0.0505,46.3302752293578,NA,"NM_0_391_2734.lst"
"ETA1",0.0879,0.0363,41.296928327645,NA,"NM_0_391_2895.lst"
"ETA1",0.0516,0.019,36.8217054263566,NA,"NM_0_391_3056.lst"
"ETA1",0.0855,0.0299,34.9707602339181,NA,"NM_0_391_319.lst"
"ETA1",0.0487,0.0175,35.9342915811088,NA,"NM_0_391_3217.lst"
"ETA1",0.0516,0.019,36.8217054263566,NA,"NM_0_391_3378.lst"
"ETA1",0.0493,0.0177,35.9026369168357,NA,"NM_0_391_3539.lst"
"ETA1",0.0347,0.0273,78.6743515850144,NA,"NM_0_391_3700.lst"
"ETA1",0.0475,0.0175,36.8421052631579,NA,"NM_0_391_3861.lst"
"ETA1",0.042,0.0164,39.0476190476191,NA,"NM_0_391_4022.lst"
"ETA1",0.0407,0.0149,36.6093366093366,NA,"NM_0_391_4183.lst"
"ETA1",0.0426,0.0165,38.7323943661972,NA,"NM_0_391_4344.lst"
"ETA1",0.0429,0.0161,37.5291375291375,NA,"NM_0_391_4505.lst"
"ETA1",0.0417,0.0188,45.083932853717,NA,"NM_0_391_4666.lst"
"ETA1",0.0918,0.032,34.8583877995643,NA,"NM_0_391_480.lst"
"ETA1",0.0424,0.0154,36.3207547169811,NA,"NM_0_391_4827.lst"
"ETA1",0.0832,0.0281,33.7740384615385,NA,"NM_0_391_641.lst"
"ETA1",0.0928,0.0343,36.9612068965517,NA,"NM_0_391_802.lst"
"ETA1",0.087,0.0297,34.1379310344828,NA,"NM_0_391_963.lst"
"ETA1",0.0441,0.0218,49.4331065759637,NA,"NM_0_392.lst"
"ETA2",0,0.415,Inf,NA,"NM_0_392.lst"
"ETA1",0.0878,0.0395,44.9886104783599,NA,"NM_0_392_1125.lst"
"ETA1",0.0839,0.0376,44.8152562574493,NA,"NM_0_392_1286.lst"
"ETA1",0.0884,0.0395,44.683257918552,NA,"NM_0_392_1447.lst"
"ETA1",0.0769,0.035,45.5136540962289,NA,"NM_0_392_1608.lst"
"ETA1",0.0758,0.0421,55.5408970976253,NA,"NM_0_392_1769.lst"
"ETA1",0.0807,0.0286,35.4399008674102,NA,"NM_0_392_183.lst"
"ETA1",0.0889,0.0381,42.8571428571429,NA,"NM_0_392_1930.lst"
"ETA1",0.084,0.0328,39.0476190476191,NA,"NM_0_392_2091.lst"
"ETA1",0.0849,0.0364,42.8739693757362,NA,"NM_0_392_2252.lst"
"ETA1",0.0841,0.0328,39.0011890606421,NA,"NM_0_392_2413.lst"
"ETA1",0.0776,0.04,51.5463917525773,NA,"NM_0_392_2574.lst"
"ETA1",0.107,0.0504,47.1028037383178,NA,"NM_0_392_2735.lst"
"ETA1",0.0819,0.0331,40.4151404151404,NA,"NM_0_392_2896.lst"
"ETA1",0.0501,0.0184,36.7265469061876,NA,"NM_0_392_3057.lst"
"ETA1",0.0766,0.0278,36.2924281984334,NA,"NM_0_392_320.lst"
"ETA1",0.0475,0.0175,36.8421052631579,NA,"NM_0_392_3218.lst"
"ETA1",0.0501,0.0184,36.7265469061876,NA,"NM_0_392_3379.lst"
"ETA1",0.0484,0.0176,36.3636363636364,NA,"NM_0_392_3540.lst"
"ETA1",0.032,0.03,93.75,NA,"NM_0_392_3701.lst"
"ETA1",0.0465,0.0174,37.4193548387097,NA,"NM_0_392_3862.lst"
"ETA1",0.0418,0.0164,39.2344497607656,NA,"NM_0_392_4023.lst"
"ETA1",0.0406,0.0148,36.4532019704434,NA,"NM_0_392_4184.lst"
"ETA1",0.0425,0.0164,38.5882352941176,NA,"NM_0_392_4345.lst"
"ETA1",0.0429,0.0161,37.5291375291375,NA,"NM_0_392_4506.lst"
"ETA1",0.0416,0.0187,44.9519230769231,NA,"NM_0_392_4667.lst"
"ETA1",0.0804,0.0288,35.8208955223881,NA,"NM_0_392_481.lst"
"ETA1",0.0422,0.0152,36.0189573459716,NA,"NM_0_392_4828.lst"
"ETA1",0.0744,0.0265,35.6182795698925,NA,"NM_0_392_642.lst"
"ETA1",0.0841,0.0302,35.909631391201,NA,"NM_0_392_803.lst"
"ETA1",0.0769,0.0275,35.7607282184655,NA,"NM_0_392_964.lst"
"ETA1",0.969,0.362,37.3581011351909,NA,"NM_0_393.lst"
"ETA1",0.0789,0.0234,29.6577946768061,NA,"NM_0_393_1126.lst"
"ETA1",0.0949,0.0767,80.8219178082192,NA,"NM_0_393_1287.lst"
"ETA1",0.101,0.0475,47.029702970297,NA,"NM_0_393_1448.lst"
"ETA1",0.0875,0.0422,48.2285714285714,NA,"NM_0_393_1609.lst"
"ETA1",0.0845,0.0469,55.5029585798816,NA,"NM_0_393_1770.lst"
"ETA1",0.337,0.22,65.2818991097923,NA,"NM_0_393_184.lst"
"ETA1",0.0997,0.0484,48.5456369107322,NA,"NM_0_393_1931.lst"
"ETA1",0.0638,0.033,51.7241379310345,NA,"NM_0_393_2092.lst"
"ETA1",0.0611,0.0331,54.1734860883797,NA,"NM_0_393_2253.lst"
"ETA1",0.064,0.0331,51.71875,NA,"NM_0_393_2414.lst"
"ETA1",0.0568,0.0339,59.6830985915493,NA,"NM_0_393_2575.lst"
"ETA1",0.0865,0.0556,64.2774566473989,NA,"NM_0_393_2736.lst"
"ETA1",0.0636,0.0322,50.6289308176101,NA,"NM_0_393_2897.lst"
"ETA1",0.167,0.217,129.940119760479,NA,"NM_0_393_3058.lst"
"ETA1",0.0555,0.0175,31.5315315315315,NA,"NM_0_393_321.lst"
"ETA1",0.04,0.0152,38,NA,"NM_0_393_3219.lst"
"ETA1",0.167,0.217,129.940119760479,NA,"NM_0_393_3380.lst"
"ETA1",0.0423,0.0168,39.7163120567376,NA,"NM_0_393_3541.lst"
"ETA1",0.0218,0.0173,79.3577981651376,NA,"NM_0_393_3702.lst"
"ETA1",0.0436,0.0258,59.1743119266055,NA,"NM_0_393_3863.lst"
"ETA1",0.042,0.0164,39.0476190476191,NA,"NM_0_393_4024.lst"
"ETA1",0.0342,0.0121,35.3801169590643,NA,"NM_0_393_4185.lst"
"ETA1",0.0426,0.000665,1.56103286384977,NA,"NM_0_393_4346.lst"
"ETA1",0.0354,0.0821,231.920903954802,NA,"NM_0_393_4507.lst"
"ETA1",0.0353,0.0076,21.5297450424929,NA,"NM_0_393_4668.lst"
"ETA1",0.0918,0.032,34.8583877995643,NA,"NM_0_393_482.lst"
"ETA1",0.0354,0.00823,23.2485875706215,NA,"NM_0_393_4829.lst"
"ETA1",0.0522,0.0155,29.6934865900383,NA,"NM_0_393_643.lst"
"ETA1",0.0548,0.0184,33.5766423357664,NA,"NM_0_393_804.lst"
"ETA1",0.0577,0.0186,32.2357019064125,NA,"NM_0_393_965.lst"
"ETA1",0.0648,0.0419,64.6604938271605,NA,"NM_0_394.lst"
"ETA2",0.963,0.371,38.5254413291796,NA,"NM_0_394.lst"
"ETA1",0.0878,0.0395,44.9886104783599,NA,"NM_0_394_1127.lst"
"ETA1",0.0839,0.0427,50.8939213349225,NA,"NM_0_394_1288.lst"
"ETA1",0.0884,0.0382,43.2126696832579,NA,"NM_0_394_1449.lst"
"ETA1",0.0769,0.0368,47.8543563068921,NA,"NM_0_394_1610.lst"
"ETA1",0.0758,0.0413,54.4854881266491,NA,"NM_0_394_1771.lst"
"ETA1",0.0807,0.108,133.828996282528,NA,"NM_0_394_185.lst"
"ETA1",0.0889,0.166,186.726659167604,NA,"NM_0_394_1932.lst"
"ETA1",0.0609,0.0306,50.2463054187192,NA,"NM_0_394_2093.lst"
"ETA1",0.131,0.0783,59.7709923664122,NA,"NM_0_394_2254.lst"
"ETA1",0.061,0.0313,51.3114754098361,NA,"NM_0_394_2415.lst"
"ETA1",0.0552,0.0353,63.9492753623188,NA,"NM_0_394_2576.lst"
"ETA1",0.142,0.0836,58.8732394366197,NA,"NM_0_394_2737.lst"
"ETA1",0.0598,0.0317,53.0100334448161,NA,"NM_0_394_2898.lst"
"ETA1",0.137,0.212,154.744525547445,NA,"NM_0_394_3059.lst"
"ETA1",0.0507,0.0169,33.3333333333333,NA,"NM_0_394_322.lst"
"ETA1",0.0409,0.0188,45.9657701711491,NA,"NM_0_394_3220.lst"
"ETA1",0.137,0.212,154.744525547445,NA,"NM_0_394_3381.lst"
"ETA1",0.068,0.109,160.294117647059,NA,"NM_0_394_3542.lst"
"ETA1",0.0214,1.1e-136,5.14018691588785e-133,NA,"NM_0_394_3703.lst"
"ETA1",0.0427,0.0191,44.7306791569087,NA,"NM_0_394_3864.lst"
"ETA1",0.0418,0.0163,38.9952153110048,NA,"NM_0_394_4025.lst"
"ETA1",0.0342,0.012,35.0877192982456,NA,"NM_0_394_4186.lst"
"ETA1",0.0359,0.173,481.894150417827,NA,"NM_0_394_4347.lst"
"ETA1",0.0429,0.0161,37.5291375291375,NA,"NM_0_394_4508.lst"
"ETA1",0.0417,0.0772,185.131894484412,NA,"NM_0_394_4669.lst"
"ETA1",0.0805,0.0016,1.98757763975155,NA,"NM_0_394_483.lst"
"ETA1",0.0421,0.00411,9.7624703087886,NA,"NM_0_394_4830.lst"
"ETA1",0.0481,0.0156,32.4324324324324,NA,"NM_0_394_644.lst"
"ETA1",0.0841,0.0301,35.7907253269917,NA,"NM_0_394_805.lst"
"ETA1",0.0769,0.0272,35.370611183355,NA,"NM_0_394_966.lst"
"ETA1",0.226,0.105,46.4601769911504,NA,"NM_0_395.lst"
"ETA1",0.0789,0.0351,44.4866920152091,NA,"NM_0_395_1128.lst"
"ETA1",0.124,0.0341,27.5,NA,"NM_0_395_1289.lst"
"ETA1",0.0799,0.0558,69.837296620776,NA,"NM_0_395_1450.lst"
"ETA1",0.0676,0.314,464.497041420118,NA,"NM_0_395_1611.lst"
"ETA1",0.505,1,198.019801980198,NA,"NM_0_395_1772.lst"
"ETA1",0.0613,0.0197,32.137030995106,NA,"NM_0_395_186.lst"
"ETA1",0.0777,0.125,160.875160875161,NA,"NM_0_395_1933.lst"
"ETA1",0.0652,0.126,193.251533742331,NA,"NM_0_395_2094.lst"
"ETA1",0.0613,0.0016,2.61011419249592,NA,"NM_0_395_2255.lst"
"ETA1",0.0648,0.00544,8.39506172839506,NA,"NM_0_395_2416.lst"
"ETA1",0.0573,0.0332,57.9406631762653,NA,"NM_0_395_2577.lst"
"ETA1",0.116,0.115,99.1379310344827,NA,"NM_0_395_2738.lst"
"ETA1",0.0635,0.108,170.07874015748,NA,"NM_0_395_2899.lst"
"ETA1",0.0753,0.00627,8.32669322709163,NA,"NM_0_395_3060.lst"
"ETA1",0.0404,0.0152,37.6237623762376,NA,"NM_0_395_3221.lst"
"ETA1",0.0546,0.0221,40.4761904761905,NA,"NM_0_395_323.lst"
"ETA1",0.0753,0.00627,8.32669322709163,NA,"NM_0_395_3382.lst"
"ETA1",0.0432,0.0265,61.3425925925926,NA,"NM_0_395_3543.lst"
"ETA1",0.0223,0.0567,254.260089686099,NA,"NM_0_395_3704.lst"
"ETA1",0.0597,NA,NA,NA,"NM_0_395_3865.lst"
"ETA1",0.0353,0.0225,63.7393767705383,NA,"NM_0_395_4026.lst"
"ETA1",0.0342,0.0387,113.157894736842,NA,"NM_0_395_4187.lst"
"ETA1",0.0358,0.00253,7.06703910614525,NA,"NM_0_395_4348.lst"
"ETA1",0.0354,0.0665,187.853107344633,NA,"NM_0_395_4509.lst"
"ETA1",0.0416,0.389,935.096153846154,NA,"NM_0_395_4670.lst"
"ETA1",0.0356,0.00365,10.252808988764,NA,"NM_0_395_4831.lst"
"ETA1",0.061,0.000346,0.567213114754098,NA,"NM_0_395_484.lst"
"ETA1",0.0522,0.0155,29.6934865900383,NA,"NM_0_395_645.lst"
"ETA1",0.0548,0.0444,81.021897810219,NA,"NM_0_395_806.lst"
"ETA1",0.0577,0.0998,172.963604852686,NA,"NM_0_395_967.lst"
"ETA1",0.0648,NA,NA,NA,"NM_0_396.lst"
"ETA2",0.963,NA,NA,NA,"NM_0_396.lst"
"ETA1",0.069,0.0387,56.0869565217391,NA,"NM_0_396_1129.lst"
"ETA1",0.0626,0.0436,69.6485623003195,NA,"NM_0_396_1290.lst"
"ETA1",0.0695,0.736,1058.9928057554,NA,"NM_0_396_1451.lst"
"ETA1",0.0595,0.498,836.974789915966,NA,"NM_0_396_1612.lst"
"ETA1",0.433,0.811,187.29792147806,NA,"NM_0_396_1773.lst"
"ETA1",0.0548,0.0181,33.029197080292,NA,"NM_0_396_187.lst"
"ETA1",0.0694,0.0387,55.7636887608069,NA,"NM_0_396_1934.lst"
"ETA1",0.0812,0.0292,35.9605911330049,NA,"NM_0_396_2095.lst"
"ETA1",0.0593,0.00171,2.88364249578415,NA,"NM_0_396_2256.lst"
"ETA1",0.0619,0.0318,51.373182552504,NA,"NM_0_396_2417.lst"
"ETA1",0.056,0.0291,51.9642857142857,NA,"NM_0_396_2578.lst"
"ETA1",0.113,0.0649,57.4336283185841,NA,"NM_0_396_2739.lst"
"ETA1",0.0606,0.047,77.5577557755776,NA,"NM_0_396_2900.lst"
"ETA1",0.0728,0.0247,33.9285714285714,NA,"NM_0_396_3061.lst"
"ETA1",0.0409,0.0429,104.889975550122,NA,"NM_0_396_3222.lst"
"ETA1",0.0507,0.0169,33.3333333333333,NA,"NM_0_396_324.lst"
"ETA1",0.0728,0.0247,33.9285714285714,NA,"NM_0_396_3383.lst"
"ETA1",0.0442,0.0211,47.737556561086,NA,"NM_0_396_3544.lst"
"ETA1",0.0219,0.331,1511.41552511416,NA,"NM_0_396_3705.lst"
"ETA1",0.0427,0,0,NA,"NM_0_396_3866.lst"
"ETA1",0.0358,0.0918,256.424581005587,NA,"NM_0_396_4027.lst"
"ETA1",0.0342,0.00466,13.625730994152,NA,"NM_0_396_4188.lst"
"ETA1",0.0357,0.992,2778.71148459384,NA,"NM_0_396_4349.lst"
"ETA1",0.0354,0.023,64.9717514124294,NA,"NM_0_396_4510.lst"
"ETA1",0.0416,0.0334,80.2884615384615,NA,"NM_0_396_4671.lst"
"ETA1",0.0355,0.0506,142.535211267606,NA,"NM_0_396_4832.lst"
"ETA1",0.0545,0.0181,33.2110091743119,NA,"NM_0_396_485.lst"
"ETA1",0.0481,0,0,NA,"NM_0_396_646.lst"
"ETA1",0.0518,0.0177,34.1698841698842,NA,"NM_0_396_807.lst"
"ETA1",0.0537,0.0415,77.2811918063315,NA,"NM_0_396_968.lst"
"ETA1",0.171,0.081,47.3684210526316,NA,"NM_0_397.lst"
"ETA1",0.0445,0.0188,42.247191011236,NA,"NM_0_398.lst"
"ETA2",0.154,0.0694,45.0649350649351,NA,"NM_0_398.lst"
"ETA1",0,0.5,Inf,NA,"NM_0_403.lst"
"ETA2",0.154,0.0561,36.4285714285714,NA,"NM_0_403.lst"
"ETA1",0.096,0.0455,47.3958333333333,NA,"NM_0_403_1132.lst"
"ETA1",0.0928,0.0428,46.1206896551724,NA,"NM_0_403_1293.lst"
"ETA1",0.0966,0.0457,47.3084886128364,NA,"NM_0_403_1454.lst"
"ETA1",0.0835,0.0401,48.0239520958084,NA,"NM_0_403_1615.lst"
"ETA1",0.0901,0.0447,49.6115427302997,NA,"NM_0_403_1776.lst"
"ETA1",0.0908,0.0318,35.0220264317181,NA,"NM_0_403_190.lst"
"ETA1",0.0982,0.0437,44.5010183299389,NA,"NM_0_403_1937.lst"
"ETA1",0.0927,0.0345,37.2168284789644,NA,"NM_0_403_2098.lst"
"ETA1",0.0995,0.038,38.1909547738693,NA,"NM_0_403_2259.lst"
"ETA1",0.0928,0.0345,37.176724137931,NA,"NM_0_403_2420.lst"
"ETA1",0.09,0.0349,38.7777777777778,NA,"NM_0_403_2581.lst"
"ETA1",0.112,0.0476,42.5,NA,"NM_0_403_2742.lst"
"ETA1",0.0903,0.0345,38.2059800664452,NA,"NM_0_403_2903.lst"
"ETA1",0.051,0.0189,37.0588235294118,NA,"NM_0_403_3064.lst"
"ETA1",0.0487,0.0174,35.7289527720739,NA,"NM_0_403_3225.lst"
"ETA1",0.0854,0.0302,35.3629976580796,NA,"NM_0_403_327.lst"
"ETA1",0.051,0.0189,37.0588235294118,NA,"NM_0_403_3386.lst"
"ETA1",0.0497,0.0173,34.8088531187123,NA,"NM_0_403_3547.lst"
"ETA1",0.0442,0.0312,70.5882352941176,NA,"NM_0_403_3708.lst"
"ETA1",0.0468,0.0178,38.034188034188,NA,"NM_0_403_3869.lst"
"ETA1",0.0422,0.0162,38.3886255924171,NA,"NM_0_403_4030.lst"
"ETA1",0.0413,0.0146,35.3510895883777,NA,"NM_0_403_4191.lst"
"ETA1",0.0429,0.0162,37.7622377622378,NA,"NM_0_403_4352.lst"
"ETA1",0.0437,0.0157,35.9267734553776,NA,"NM_0_403_4513.lst"
"ETA1",0.0422,0.0183,43.3649289099526,NA,"NM_0_403_4674.lst"
"ETA1",0.0429,0.0149,34.7319347319347,NA,"NM_0_403_4835.lst"
"ETA1",0.0907,0.0318,35.0606394707828,NA,"NM_0_403_488.lst"
"ETA1",0.0837,0.0283,33.8112305854241,NA,"NM_0_403_649.lst"
"ETA1",0.0953,0.0342,35.8866736621196,NA,"NM_0_403_810.lst"
"ETA1",0.0858,0.0295,34.3822843822844,NA,"NM_0_403_971.lst"
"ETA1",3e-05,0,0,NA,"NM_0_4039.lst"
"ETA2",0.625,0.71,113.6,NA,"NM_0_4039.lst"
"ETA1",0.0533,0.0204,38.2739212007505,NA,"NM_0_404.lst"
"ETA2",0,0.528,Inf,NA,"NM_0_404.lst"
"ETA3",0.159,0.054,33.9622641509434,NA,"NM_0_404.lst"
"ETA1",0.0892,0.0399,44.7309417040359,NA,"NM_0_404_1133.lst"
"ETA1",0.0886,0.0387,43.6794582392777,NA,"NM_0_404_1294.lst"
"ETA1",0.0899,0.0399,44.3826473859844,NA,"NM_0_404_1455.lst"
"ETA1",0.0795,0.0357,44.9056603773585,NA,"NM_0_404_1616.lst"
"ETA1",0.0858,0.0412,48.018648018648,NA,"NM_0_404_1777.lst"
"ETA1",0.0835,0.0296,35.4491017964072,NA,"NM_0_404_191.lst"
"ETA1",0.0938,0.0395,42.1108742004264,NA,"NM_0_404_1938.lst"
"ETA1",0.0886,0.0307,34.6501128668172,NA,"NM_0_404_2099.lst"
"ETA1",0.0953,0.0337,35.3620146904512,NA,"NM_0_404_2260.lst"
"ETA1",0.0887,0.0307,34.6110484780158,NA,"NM_0_404_2421.lst"
"ETA1",0.0882,0.031,35.1473922902494,NA,"NM_0_404_2582.lst"
"ETA1",0.11,0.0479,43.5454545454545,NA,"NM_0_404_2743.lst"
"ETA1",0.0864,0.0311,35.9953703703704,NA,"NM_0_404_2904.lst"
"ETA1",0.05,0.0184,36.8,NA,"NM_0_404_3065.lst"
"ETA1",0.0476,0.0174,36.5546218487395,NA,"NM_0_404_3226.lst"
"ETA1",0.0795,0.0289,36.3522012578616,NA,"NM_0_404_328.lst"
"ETA1",0.05,0.0184,36.8,NA,"NM_0_404_3387.lst"
"ETA1",0.0488,0.0175,35.8606557377049,NA,"NM_0_404_3548.lst"
"ETA1",0.0406,0.0279,68.7192118226601,NA,"NM_0_404_3709.lst"
"ETA1",0.0462,0.0176,38.0952380952381,NA,"NM_0_404_3870.lst"
"ETA1",0.0417,0.0163,39.0887290167866,NA,"NM_0_404_4031.lst"
"ETA1",0.0407,0.0148,36.3636363636364,NA,"NM_0_404_4192.lst"
"ETA1",0.0423,0.0164,38.7706855791962,NA,"NM_0_404_4353.lst"
"ETA1",0.0429,0.0159,37.0629370629371,NA,"NM_0_404_4514.lst"
"ETA1",0.0421,0.0187,44.4180522565321,NA,"NM_0_404_4675.lst"
"ETA1",0.0833,0.0297,35.6542617046819,NA,"NM_0_404_489.lst"
"ETA1",0.0778,0.0275,35.3470437017995,NA,"NM_0_404_650.lst"
"ETA1",0.0889,0.031,34.8706411698538,NA,"NM_0_404_811.lst"
"ETA1",0.0791,0.0282,35.6510745891277,NA,"NM_0_404_972.lst"
"ETA1",8.45e-05,1.21e-05,14.3195266272189,NA,"NM_0_4040.lst"
"ETA2",0.586,0.0012,0.204778156996587,NA,"NM_0_4040.lst"
"ETA1",3e-05,0,0,NA,"NM_0_4041.lst"
"ETA2",0.554,0.00499,0.90072202166065,NA,"NM_0_4041.lst"
"ETA1",3e-05,0,0,NA,"NM_0_4048.lst"
"ETA2",0.1,0.000164,0.164,NA,"NM_0_4048.lst"
"ETA1",0.00428,1.58e-05,0.369158878504673,NA,"NM_0_4049.lst"
"ETA2",0.1,4.11e-06,0.00411,NA,"NM_0_4049.lst"
"ETA1",3e-05,0,0,NA,"NM_0_4050.lst"
"ETA2",0.1,0.000123,0.123,NA,"NM_0_4050.lst"
"ETA1",0.114,0.000483,0.423684210526316,NA,"NM_0_4057.lst"
"ETA2",3e-05,0,0,NA,"NM_0_4057.lst"
"ETA3",0,0.00554,Inf,NA,"NM_0_4057.lst"
"ETA1",0.0563,0.0259,46.0035523978686,NA,"NM_0_4058.lst"
"ETA2",3e-05,0,0,NA,"NM_0_4058.lst"
"ETA3",1,0,0,NA,"NM_0_4058.lst"
"ETA1",0.0498,0.251,504.016064257028,NA,"NM_0_4059.lst"
"ETA2",5.04e-05,0.000177,351.190476190476,NA,"NM_0_4059.lst"
"ETA3",1,0,0,NA,"NM_0_4059.lst"
"ETA1",0.154,0.386,250.649350649351,NA,"NM_0_4066.lst"
"ETA2",3.86e-05,0.0113,29274.6113989637,NA,"NM_0_4066.lst"
"ETA3",0.187,0.0486,25.9893048128342,NA,"NM_0_4066.lst"
"ETA1",0.701,0.00376,0.536376604850214,NA,"NM_0_4067.lst"
"ETA2",4.89e-05,0.000324,662.576687116564,NA,"NM_0_4067.lst"
"ETA3",0.109,0.000165,0.151376146788991,NA,"NM_0_4067.lst"
"ETA1",0.367,0.000349,0.0950953678474114,NA,"NM_0_4068.lst"
"ETA2",3e-05,0,0,NA,"NM_0_4068.lst"
"ETA3",0.124,0.000178,0.143548387096774,NA,"NM_0_4068.lst"
"ETA1",0.324,0.182,56.1728395061728,NA,"NM_0_4075.lst"
"ETA2",3e-05,0,0,NA,"NM_0_4075.lst"
"ETA3",0.26,0.0867,33.3461538461538,NA,"NM_0_4075.lst"
"ETA1",0.325,0.0687,21.1384615384615,NA,"NM_0_4076.lst"
"ETA2",3e-05,0,0,NA,"NM_0_4076.lst"
"ETA3",0.242,0.00214,0.884297520661157,NA,"NM_0_4076.lst"
"ETA1",0.322,0.00178,0.552795031055901,NA,"NM_0_4077.lst"
"ETA2",3e-05,0,0,NA,"NM_0_4077.lst"
"ETA3",0.244,0.00102,0.418032786885246,NA,"NM_0_4077.lst"
"ETA1",0.472,0.294,62.2881355932203,NA,"NM_0_4084.lst"
"ETA2",2,1,50,NA,"NM_0_4084.lst"
"ETA3",0.0714,0.00109,1.5266106442577,NA,"NM_0_4084.lst"
"ETA1",0.478,1,209.205020920502,NA,"NM_0_4085.lst"
"ETA2",3e-05,0,0,NA,"NM_0_4085.lst"
"ETA3",0.107,0.205,191.588785046729,NA,"NM_0_4085.lst"
"ETA1",0.478,0.492,102.928870292887,NA,"NM_0_4086.lst"
"ETA2",3e-05,0,0,NA,"NM_0_4086.lst"
"ETA3",0.113,0.00204,1.80530973451327,NA,"NM_0_4086.lst"
"ETA1",0.0829,0.026,31.3630880579011,NA,"NM_0_409.lst"
"ETA1",0.306,0.168,54.9019607843137,NA,"NM_0_409_1134.lst"
"ETA1",0.35,0.207,59.1428571428571,NA,"NM_0_409_1295.lst"
"ETA1",0.308,0.169,54.8701298701299,NA,"NM_0_409_1456.lst"
"ETA1",0.321,0.165,51.4018691588785,NA,"NM_0_409_1617.lst"
"ETA1",0.292,0.138,47.2602739726027,NA,"NM_0_409_1778.lst"
"ETA1",0.328,0.167,50.9146341463415,NA,"NM_0_409_1939.lst"
"ETA1",0.0258,0.0245,94.9612403100775,NA,"NM_0_409_2100.lst"
"ETA1",0.0208,0.0149,71.6346153846154,NA,"NM_0_409_2261.lst"
"ETA1",0.0269,0.0261,97.0260223048327,NA,"NM_0_409_2422.lst"
"ETA1",0.0127,0.0123,96.8503937007874,NA,"NM_0_409_2583.lst"
"ETA1",1e-05,0,0,NA,"NM_0_409_2744.lst"
"ETA1",0.0241,0.0187,77.5933609958506,NA,"NM_0_409_2905.lst"
"ETA1",1e-05,0,0,NA,"NM_0_409_3066.lst"
"ETA1",1e-05,0,0,NA,"NM_0_409_3227.lst"
"ETA1",0.0622,0.0214,34.4051446945338,NA,"NM_0_409_329.lst"
"ETA1",1e-05,0,0,NA,"NM_0_409_3388.lst"
"ETA1",1e-05,0,0,NA,"NM_0_409_3549.lst"
"ETA1",1e-05,0,0,NA,"NM_0_409_3710.lst"
"ETA1",1e-05,0,0,NA,"NM_0_409_3871.lst"
"ETA1",0.117,0.0658,56.2393162393162,NA,"NM_0_409_4032.lst"
"ETA1",0.0933,0.0448,48.0171489817792,NA,"NM_0_409_4193.lst"
"ETA1",0.119,0.0663,55.7142857142857,NA,"NM_0_409_4354.lst"
"ETA1",0.0938,0.048,51.1727078891258,NA,"NM_0_409_4515.lst"
"ETA1",0.0482,0.0217,45.0207468879668,NA,"NM_0_409_4676.lst"
"ETA1",0.0822,0.0259,31.5085158150852,NA,"NM_0_409_490.lst"
"ETA1",0.0655,0.0263,40.1526717557252,NA,"NM_0_409_651.lst"
"ETA1",0.0766,0.0369,48.1723237597911,NA,"NM_0_409_812.lst"
"ETA1",0.0755,0.0237,31.3907284768212,NA,"NM_0_409_973.lst"
"ETA1",0.12,0.802,668.333333333333,NA,"NM_0_4093.lst"
"ETA2",0.334,0.289,86.5269461077844,NA,"NM_0_4093.lst"
"ETA3",0.0144,0.0125,86.8055555555556,NA,"NM_0_4093.lst"
"ETA4",0,0.382,Inf,NA,"NM_0_4093.lst"
"ETA1",0.0939,0,0,NA,"NM_0_4094.lst"
"ETA2",0.335,1,298.507462686567,NA,"NM_0_4094.lst"
"ETA3",3e-05,0,0,NA,"NM_0_4094.lst"
"ETA4",0,1,Inf,NA,"NM_0_4094.lst"
