"parameter","estimate","se","rse","shrinkage","file"
"ETA6",0.243,0.0576,23.7037037037037,NA,"NM_FNS01_382.lst"
"ETA1",0.0211,NA,NA,NA,"NM_FNS01_383.lst"
"ETA2",0.0738,NA,NA,NA,"NM_FNS01_383.lst"
"ETA3",0.169,NA,NA,NA,"NM_FNS01_383.lst"
"ETA4",0.339,NA,NA,NA,"NM_FNS01_383.lst"
"ETA5",0.29,NA,NA,NA,"NM_FNS01_383.lst"
"ETA6",0.211,NA,NA,NA,"NM_FNS01_383.lst"
"ETA1",0.0229,NA,NA,NA,"NM_FNS01_384.lst"
"ETA2",0.0905,NA,NA,NA,"NM_FNS01_384.lst"
"ETA3",0.201,NA,NA,NA,"NM_FNS01_384.lst"
"ETA4",0.38,NA,NA,NA,"NM_FNS01_384.lst"
"ETA5",0.485,NA,NA,NA,"NM_FNS01_384.lst"
"ETA1",0.0208,0.0047,22.5961538461539,NA,"NM_FNS01_385.lst"
"ETA2",0.0685,0.0491,71.6788321167883,NA,"NM_FNS01_385.lst"
"ETA3",0.13,0.0353,27.1538461538461,NA,"NM_FNS01_385.lst"
"ETA4",0.308,0.0689,22.3701298701299,NA,"NM_FNS01_385.lst"
"ETA5",0.163,0.198,121.472392638037,NA,"NM_FNS01_385.lst"
"ETA6",0.35,0.403,115.142857142857,NA,"NM_FNS01_385.lst"
"ETA1",0.0204,0.00455,22.3039215686275,NA,"NM_FNS01_387.lst"
"ETA2",0.0716,0.0161,22.4860335195531,NA,"NM_FNS01_387.lst"
"ETA3",0.154,0.0333,21.6233766233766,NA,"NM_FNS01_387.lst"
"ETA4",0.318,0.0645,20.2830188679245,NA,"NM_FNS01_387.lst"
"ETA5",0.405,0.105,25.9259259259259,NA,"NM_FNS01_387.lst"
"ETA6",0.428,0.107,25,NA,"NM_FNS01_387.lst"
"ETA1",0.0348,NA,NA,NA,"NM_FNS01_388.lst"
"ETA2",0.0675,NA,NA,NA,"NM_FNS01_388.lst"
"ETA3",0.138,NA,NA,NA,"NM_FNS01_388.lst"
"ETA4",0.318,NA,NA,NA,"NM_FNS01_388.lst"
"ETA5",0.661,NA,NA,NA,"NM_FNS01_388.lst"
"ETA6",0.391,NA,NA,NA,"NM_FNS01_388.lst"
"ETA1",0.0546,NA,NA,NA,"NM_FNS01_389.lst"
"ETA2",0.0886,NA,NA,NA,"NM_FNS01_389.lst"
"ETA3",0.164,NA,NA,NA,"NM_FNS01_389.lst"
"ETA4",0.354,NA,NA,NA,"NM_FNS01_389.lst"
"ETA5",0.412,NA,NA,NA,"NM_FNS01_389.lst"
"ETA6",0.199,NA,NA,NA,"NM_FNS01_389.lst"
"ETA1",0.0206,0.00471,22.8640776699029,NA,"NM_FNS01_390.lst"
"ETA2",0.0761,0.0105,13.7976346911958,NA,"NM_FNS01_390.lst"
"ETA3",0.129,0.0279,21.6279069767442,NA,"NM_FNS01_390.lst"
"ETA4",0.281,0.051,18.1494661921708,NA,"NM_FNS01_390.lst"
"ETA5",0.109,0.0419,38.4403669724771,NA,"NM_FNS01_390.lst"
"ETA1",0.0232,NA,NA,NA,"NM_FNS01_393.lst"
"ETA2",0.0728,NA,NA,NA,"NM_FNS01_393.lst"
"ETA3",0.129,NA,NA,NA,"NM_FNS01_393.lst"
"ETA4",0.299,NA,NA,NA,"NM_FNS01_393.lst"
"ETA5",0.443,NA,NA,NA,"NM_FNS01_393.lst"
"ETA6",0.361,NA,NA,NA,"NM_FNS01_393.lst"
"ETA1",0.0337,NA,NA,NA,"NM_FNS01_394.lst"
"ETA2",0.0729,NA,NA,NA,"NM_FNS01_394.lst"
"ETA3",0.134,NA,NA,NA,"NM_FNS01_394.lst"
"ETA4",0.309,NA,NA,NA,"NM_FNS01_394.lst"
"ETA5",0.618,NA,NA,NA,"NM_FNS01_394.lst"
"ETA6",0.426,NA,NA,NA,"NM_FNS01_394.lst"
"ETA1",0.0204,0.00468,22.9411764705882,NA,"NM_FNS01_395.lst"
"ETA2",0.0996,0.033,33.1325301204819,NA,"NM_FNS01_395.lst"
"ETA3",0.122,0.0291,23.8524590163934,NA,"NM_FNS01_395.lst"
"ETA4",0.255,0.0512,20.078431372549,NA,"NM_FNS01_395.lst"
"ETA5",0.237,0.0677,28.5654008438819,NA,"NM_FNS01_395.lst"
"ETA1",0.025,0.172,688,NA,"NM_FNS01_396.lst"
"ETA2",0.0704,0.125,177.556818181818,NA,"NM_FNS01_396.lst"
"ETA3",0.127,0.0332,26.1417322834646,NA,"NM_FNS01_396.lst"
"ETA4",0.29,0.0607,20.9310344827586,NA,"NM_FNS01_396.lst"
"ETA5",0.441,0.0414,9.38775510204082,NA,"NM_FNS01_396.lst"
"ETA6",0.536,0.0657,12.2574626865672,NA,"NM_FNS01_396.lst"
"ETA1",0.0198,NA,NA,NA,"NM_FNS01_398.lst"
"ETA2",0.0729,NA,NA,NA,"NM_FNS01_398.lst"
"ETA3",0.158,NA,NA,NA,"NM_FNS01_398.lst"
"ETA4",0.325,NA,NA,NA,"NM_FNS01_398.lst"
"ETA5",0.297,NA,NA,NA,"NM_FNS01_398.lst"
"ETA6",0.246,NA,NA,NA,"NM_FNS01_398.lst"
"ETA1",0.0203,0.0252,124.137931034483,NA,"NM_FNS01_399.lst"
"ETA2",0.0742,0.297,400.269541778976,NA,"NM_FNS01_399.lst"
"ETA3",0.128,0.152,118.75,NA,"NM_FNS01_399.lst"
"ETA4",0.296,0,0,NA,"NM_FNS01_399.lst"
"ETA5",0.399,0.658,164.912280701754,NA,"NM_FNS01_399.lst"
"ETA1",0.0205,0.0047,22.9268292682927,NA,"NM_FNS01_402.lst"
"ETA2",0.101,0.0308,30.4950495049505,NA,"NM_FNS01_402.lst"
"ETA3",0.122,0.0296,24.2622950819672,NA,"NM_FNS01_402.lst"
"ETA4",0.254,0.054,21.259842519685,NA,"NM_FNS01_402.lst"
"ETA5",0.11,0.0507,46.0909090909091,NA,"NM_FNS01_402.lst"
"ETA1",0.0164,NA,NA,NA,"NM_FNS02_002.lst"
"ETA1",0.0176,NA,NA,NA,"NM_FNS02_003.lst"
"ETA1",0.0118,NA,NA,NA,"NM_FNS02_006.lst"
"ETA1",0.011,NA,NA,NA,"NM_FNS02_007.lst"
"ETA1",0.0113,NA,NA,NA,"NM_FNS02_008.lst"
"ETA1",0.0128,NA,NA,NA,"NM_FNS02_009.lst"
"ETA2",0.171,NA,NA,NA,"NM_FNS02_009.lst"
"ETA1",0.0108,NA,NA,NA,"NM_FNS02_010.lst"
"ETA1",0.0109,NA,NA,NA,"NM_FNS02_011.lst"
"ETA1",0.0111,NA,NA,NA,"NM_FNS02_012.lst"
"ETA1",0.0136,NA,NA,NA,"NM_FNS02_013.lst"
"ETA2",0.136,NA,NA,NA,"NM_FNS02_013.lst"
"ETA1",0.0113,NA,NA,NA,"NM_FNS02_015.lst"
"ETA1",0.0111,NA,NA,NA,"NM_FNS02_016.lst"
"ETA1",0.0124,NA,NA,NA,"NM_FNS02_017.lst"
"ETA2",0.0393,NA,NA,NA,"NM_FNS02_017.lst"
"ETA1",0.0112,NA,NA,NA,"NM_FNS02_018.lst"
"ETA1",0.0246,NA,NA,NA,"NM_FNS02_028.lst"
"ETA1",0.0471,NA,NA,NA,"NM_FNS02_030.lst"
"ETA2",0.0671,NA,NA,NA,"NM_FNS02_030.lst"
"ETA3",0.0911,NA,NA,NA,"NM_FNS02_030.lst"
"ETA4",0.313,NA,NA,NA,"NM_FNS02_030.lst"
"ETA5",0.178,NA,NA,NA,"NM_FNS02_030.lst"
"ETA6",0.339,NA,NA,NA,"NM_FNS02_030.lst"
"ETA1",0.0419,NA,NA,NA,"NM_FNS02_032.lst"
"ETA2",0.0679,NA,NA,NA,"NM_FNS02_032.lst"
"ETA3",0.117,NA,NA,NA,"NM_FNS02_032.lst"
"ETA4",0.309,NA,NA,NA,"NM_FNS02_032.lst"
"ETA5",0.175,NA,NA,NA,"NM_FNS02_032.lst"
"ETA6",0.327,NA,NA,NA,"NM_FNS02_032.lst"
"ETA1",0.0392,0.00878,22.3979591836735,NA,"NM_FNS02_037.lst"
"ETA2",0.0622,0.018,28.9389067524116,NA,"NM_FNS02_037.lst"
"ETA3",0.105,0.0231,22,NA,"NM_FNS02_037.lst"
"ETA4",0.324,0.0661,20.4012345679012,NA,"NM_FNS02_037.lst"
"ETA5",0.264,0.215,81.4393939393939,NA,"NM_FNS02_037.lst"
"ETA6",0.27,0.0785,29.0740740740741,NA,"NM_FNS02_037.lst"
"ETA1",0,NA,NA,NA,"NM_FNS02_038.lst"
"ETA2",0.149,NA,NA,NA,"NM_FNS02_038.lst"
"ETA3",0.206,NA,NA,NA,"NM_FNS02_038.lst"
"ETA4",0.377,NA,NA,NA,"NM_FNS02_038.lst"
"ETA5",0,NA,NA,NA,"NM_FNS02_038.lst"
"ETA6",0.301,NA,NA,NA,"NM_FNS02_038.lst"
"ETA1",0.0441,NA,NA,NA,"NM_FNS02_039.lst"
"ETA2",0.0733,NA,NA,NA,"NM_FNS02_039.lst"
"ETA3",0.0998,NA,NA,NA,"NM_FNS02_039.lst"
"ETA4",0.294,NA,NA,NA,"NM_FNS02_039.lst"
"ETA5",0.00368,NA,NA,NA,"NM_FNS02_039.lst"
"ETA6",0.554,NA,NA,NA,"NM_FNS02_039.lst"
"ETA1",0.0389,NA,NA,NA,"NM_FNS02_042.lst"
"ETA2",0.0706,NA,NA,NA,"NM_FNS02_042.lst"
"ETA3",0.267,NA,NA,NA,"NM_FNS02_042.lst"
"ETA4",0.341,NA,NA,NA,"NM_FNS02_042.lst"
"ETA5",0.287,NA,NA,NA,"NM_FNS02_042.lst"
"ETA6",0.255,NA,NA,NA,"NM_FNS02_042.lst"
"ETA1",0.039,0.00887,22.7435897435897,NA,"NM_FNS02_043.lst"
"ETA2",0.0697,0.0161,23.0989956958393,NA,"NM_FNS02_043.lst"
"ETA3",0.103,0.0195,18.9320388349515,NA,"NM_FNS02_043.lst"
"ETA4",0.337,0.069,20.4747774480712,NA,"NM_FNS02_043.lst"
"ETA5",0.264,0.0978,37.0454545454545,NA,"NM_FNS02_043.lst"
"ETA6",0.266,0.0596,22.406015037594,NA,"NM_FNS02_043.lst"
"ETA1",0.0418,0,0,NA,"NM_FNS02_045.lst"
"ETA2",0.0605,0.0421,69.5867768595041,NA,"NM_FNS02_045.lst"
"ETA3",0.102,0.641,628.43137254902,NA,"NM_FNS02_045.lst"
"ETA4",0.142,0.0295,20.7746478873239,NA,"NM_FNS02_045.lst"
"ETA5",0.314,0.00696,2.21656050955414,NA,"NM_FNS02_045.lst"
"ETA6",0.357,0.106,29.6918767507003,NA,"NM_FNS02_045.lst"
"ETA1",0.039,0.00892,22.8717948717949,NA,"NM_FNS02_047.lst"
"ETA2",0.0698,0.0164,23.4957020057307,NA,"NM_FNS02_047.lst"
"ETA3",0.105,0.0203,19.3333333333333,NA,"NM_FNS02_047.lst"
"ETA4",0.336,0.0736,21.9047619047619,NA,"NM_FNS02_047.lst"
"ETA5",0.265,0.101,38.1132075471698,NA,"NM_FNS02_047.lst"
"ETA6",0.267,0.0606,22.6966292134831,NA,"NM_FNS02_047.lst"
"ETA1",0.039,0.00892,22.8717948717949,NA,"NM_FNS02_049.lst"
"ETA2",0.0696,0.0157,22.5574712643678,NA,"NM_FNS02_049.lst"
"ETA3",0.105,0.0198,18.8571428571429,NA,"NM_FNS02_049.lst"
"ETA4",0.337,0.0709,21.0385756676558,NA,"NM_FNS02_049.lst"
"ETA5",0.266,0.107,40.2255639097744,NA,"NM_FNS02_049.lst"
"ETA6",0.268,0.0621,23.1716417910448,NA,"NM_FNS02_049.lst"
"ETA1",0.0389,0.283,727.506426735218,NA,"NM_FNS02_050.lst"
"ETA2",0.0689,0.436,632.801161103048,NA,"NM_FNS02_050.lst"
"ETA3",0.102,0,0,NA,"NM_FNS02_050.lst"
"ETA4",0.331,1,302.114803625378,NA,"NM_FNS02_050.lst"
"ETA5",0.316,0,0,NA,"NM_FNS02_050.lst"
"ETA6",0.278,0,0,NA,"NM_FNS02_050.lst"
"ETA1",0.0417,NA,NA,NA,"NM_FNS02_052.lst"
"ETA2",0.0664,NA,NA,NA,"NM_FNS02_052.lst"
"ETA3",0.0905,NA,NA,NA,"NM_FNS02_052.lst"
"ETA4",0.312,NA,NA,NA,"NM_FNS02_052.lst"
"ETA5",0.172,NA,NA,NA,"NM_FNS02_052.lst"
"ETA6",0.309,NA,NA,NA,"NM_FNS02_052.lst"
"ETA1",0.0412,NA,NA,NA,"NM_FNS02_053.lst"
"ETA2",0.0934,NA,NA,NA,"NM_FNS02_053.lst"
"ETA3",0.0856,NA,NA,NA,"NM_FNS02_053.lst"
"ETA4",0.259,NA,NA,NA,"NM_FNS02_053.lst"
"ETA5",0.106,NA,NA,NA,"NM_FNS02_053.lst"
"ETA6",0.000904,NA,NA,NA,"NM_FNS02_053.lst"
"ETA1",0.0411,0.00939,22.8467153284672,NA,"NM_FNS02_054.lst"
"ETA2",0.0931,0.0408,43.8238453276047,NA,"NM_FNS02_054.lst"
"ETA3",0.0857,0.0179,20.8868144690782,NA,"NM_FNS02_054.lst"
"ETA4",0.259,0.0557,21.5057915057915,NA,"NM_FNS02_054.lst"
"ETA5",0.108,0.0475,43.9814814814815,NA,"NM_FNS02_054.lst"
"ETA1",0.0384,0.00892,23.2291666666667,NA,"NM_FNS02_055.lst"
"ETA2",0.0685,0.0474,69.1970802919708,NA,"NM_FNS02_055.lst"
"ETA3",0.109,0.0129,11.8348623853211,NA,"NM_FNS02_055.lst"
"ETA4",0.316,0.149,47.1518987341772,NA,"NM_FNS02_055.lst"
"ETA5",0.334,0.00515,1.54191616766467,NA,"NM_FNS02_055.lst"
"ETA6",0.342,0.00944,2.76023391812865,NA,"NM_FNS02_055.lst"
"ETA1",0.025,NA,NA,NA,"NM_FNS02_058.lst"
"ETA2",0.0709,NA,NA,NA,"NM_FNS02_058.lst"
"ETA3",0.111,NA,NA,NA,"NM_FNS02_058.lst"
"ETA4",0.335,NA,NA,NA,"NM_FNS02_058.lst"
"ETA5",0.319,NA,NA,NA,"NM_FNS02_058.lst"
"ETA6",0.266,NA,NA,NA,"NM_FNS02_058.lst"
"ETA1",0.0282,NA,NA,NA,"NM_FNS02_063.lst"
"ETA2",0.0919,NA,NA,NA,"NM_FNS02_063.lst"
"ETA3",0.512,NA,NA,NA,"NM_FNS02_063.lst"
"ETA4",0.341,NA,NA,NA,"NM_FNS02_063.lst"
"ETA5",0.622,NA,NA,NA,"NM_FNS02_063.lst"
"ETA6",0.584,NA,NA,NA,"NM_FNS02_063.lst"
"ETA1",0.0238,NA,NA,NA,"NM_FNS02_064.lst"
"ETA2",0.143,NA,NA,NA,"NM_FNS02_064.lst"
"ETA3",0.105,NA,NA,NA,"NM_FNS02_064.lst"
"ETA4",0.315,NA,NA,NA,"NM_FNS02_064.lst"
"ETA5",0.349,NA,NA,NA,"NM_FNS02_064.lst"
"ETA6",0.314,NA,NA,NA,"NM_FNS02_064.lst"
"ETA1",0.0254,NA,NA,NA,"NM_FNS02_065.lst"
"ETA2",0.0636,NA,NA,NA,"NM_FNS02_065.lst"
"ETA3",0.203,NA,NA,NA,"NM_FNS02_065.lst"
"ETA4",0.328,NA,NA,NA,"NM_FNS02_065.lst"
"ETA5",0.347,NA,NA,NA,"NM_FNS02_065.lst"
"ETA6",0.46,NA,NA,NA,"NM_FNS02_065.lst"
"ETA1",0.252,NA,NA,NA,"NM_FNS02_068.lst"
"ETA2",0.175,NA,NA,NA,"NM_FNS02_068.lst"
"ETA3",0.227,NA,NA,NA,"NM_FNS02_068.lst"
"ETA4",0.28,NA,NA,NA,"NM_FNS02_068.lst"
"ETA5",0.542,NA,NA,NA,"NM_FNS02_068.lst"
"ETA6",0.253,NA,NA,NA,"NM_FNS02_068.lst"
"ETA1",0.0245,NA,NA,NA,"NM_FNS02_071.lst"
"ETA2",0.0723,NA,NA,NA,"NM_FNS02_071.lst"
"ETA3",0.529,NA,NA,NA,"NM_FNS02_071.lst"
"ETA4",0.489,NA,NA,NA,"NM_FNS02_071.lst"
"ETA5",0.309,NA,NA,NA,"NM_FNS02_071.lst"
"ETA6",0.266,NA,NA,NA,"NM_FNS02_071.lst"
"ETA1",0.0235,NA,NA,NA,"NM_FNS02_072.lst"
"ETA2",0.0757,NA,NA,NA,"NM_FNS02_072.lst"
"ETA3",0.172,NA,NA,NA,"NM_FNS02_072.lst"
"ETA4",0.378,NA,NA,NA,"NM_FNS02_072.lst"
"ETA5",0.508,NA,NA,NA,"NM_FNS02_072.lst"
"ETA6",0.246,NA,NA,NA,"NM_FNS02_072.lst"
"ETA1",0,NA,NA,NA,"NM_FNS02_073.lst"
"ETA2",0.0862,NA,NA,NA,"NM_FNS02_073.lst"
"ETA3",0,NA,NA,NA,"NM_FNS02_073.lst"
"ETA4",0,NA,NA,NA,"NM_FNS02_073.lst"
"ETA5",0.00487,NA,NA,NA,"NM_FNS02_073.lst"
"ETA6",0,NA,NA,NA,"NM_FNS02_073.lst"
"ETA1",0.0237,NA,NA,NA,"NM_FNS02_075.lst"
"ETA2",0.0707,NA,NA,NA,"NM_FNS02_075.lst"
"ETA3",0.105,NA,NA,NA,"NM_FNS02_075.lst"
"ETA4",0.335,NA,NA,NA,"NM_FNS02_075.lst"
"ETA5",0.311,NA,NA,NA,"NM_FNS02_075.lst"
"ETA6",0.267,NA,NA,NA,"NM_FNS02_075.lst"
"ETA1",0.224,NA,NA,NA,"NM_FNS02_076.lst"
"ETA2",0,NA,NA,NA,"NM_FNS02_076.lst"
"ETA3",0,NA,NA,NA,"NM_FNS02_076.lst"
"ETA4",0.262,NA,NA,NA,"NM_FNS02_076.lst"
"ETA5",0.457,NA,NA,NA,"NM_FNS02_076.lst"
"ETA6",0.468,NA,NA,NA,"NM_FNS02_076.lst"
"ETA1",0.111,NA,NA,NA,"NM_FNS02_077.lst"
"ETA2",0.123,NA,NA,NA,"NM_FNS02_077.lst"
"ETA3",0.0742,NA,NA,NA,"NM_FNS02_077.lst"
"ETA4",0.446,NA,NA,NA,"NM_FNS02_077.lst"
"ETA5",0,NA,NA,NA,"NM_FNS02_077.lst"
"ETA6",0.491,NA,NA,NA,"NM_FNS02_077.lst"
"ETA1",0.0258,NA,NA,NA,"NM_FNS02_078.lst"
"ETA2",0.0686,NA,NA,NA,"NM_FNS02_078.lst"
"ETA3",0.183,NA,NA,NA,"NM_FNS02_078.lst"
"ETA4",0.322,NA,NA,NA,"NM_FNS02_078.lst"
"ETA5",0.744,NA,NA,NA,"NM_FNS02_078.lst"
"ETA6",0.348,NA,NA,NA,"NM_FNS02_078.lst"
"ETA1",0.106,0.393,370.754716981132,NA,"NM_FNS02_079.lst"
"ETA2",0.0684,0,0,NA,"NM_FNS02_079.lst"
"ETA3",0.258,0,0,NA,"NM_FNS02_079.lst"
"ETA4",0.348,0,0,NA,"NM_FNS02_079.lst"
"ETA5",0.337,0.312,92.5816023738872,NA,"NM_FNS02_079.lst"
"ETA6",0,0,NA,NA,"NM_FNS02_079.lst"
"ETA1",0.0237,NA,NA,NA,"NM_FNS02_080.lst"
"ETA2",0.0733,NA,NA,NA,"NM_FNS02_080.lst"
"ETA3",0.0878,NA,NA,NA,"NM_FNS02_080.lst"
"ETA4",0.282,NA,NA,NA,"NM_FNS02_080.lst"
"ETA5",0.382,NA,NA,NA,"NM_FNS02_080.lst"
"ETA1",0.0262,NA,NA,NA,"NM_FNS02_112.lst"
"ETA2",0.0607,NA,NA,NA,"NM_FNS02_112.lst"
"ETA3",0.164,NA,NA,NA,"NM_FNS02_112.lst"
"ETA4",0.302,NA,NA,NA,"NM_FNS02_112.lst"
"ETA5",0.179,NA,NA,NA,"NM_FNS02_112.lst"
"ETA6",0.423,NA,NA,NA,"NM_FNS02_112.lst"
"ETA1",0.0205,NA,NA,NA,"NM_FNS02_113.lst"
"ETA2",0.123,NA,NA,NA,"NM_FNS02_113.lst"
"ETA3",0.185,NA,NA,NA,"NM_FNS02_113.lst"
"ETA4",0.311,NA,NA,NA,"NM_FNS02_113.lst"
"ETA5",0.316,NA,NA,NA,"NM_FNS02_113.lst"
"ETA6",0.432,NA,NA,NA,"NM_FNS02_113.lst"
"ETA1",0.233,NA,NA,NA,"NM_FNS02_114.lst"
"ETA2",0.176,NA,NA,NA,"NM_FNS02_114.lst"
"ETA3",0.228,NA,NA,NA,"NM_FNS02_114.lst"
"ETA4",0.268,NA,NA,NA,"NM_FNS02_114.lst"
"ETA5",0.351,NA,NA,NA,"NM_FNS02_114.lst"
"ETA6",1,NA,NA,NA,"NM_FNS02_114.lst"
"ETA1",0.421,NA,NA,NA,"NM_FNS02_117.lst"
"ETA2",0.07,NA,NA,NA,"NM_FNS02_117.lst"
"ETA3",0.185,NA,NA,NA,"NM_FNS02_117.lst"
"ETA4",0.375,NA,NA,NA,"NM_FNS02_117.lst"
"ETA5",0.712,NA,NA,NA,"NM_FNS02_117.lst"
"ETA6",0,NA,NA,NA,"NM_FNS02_117.lst"
"ETA1",0.074,NA,NA,NA,"NM_FNS02_118.lst"
"ETA2",0.0688,NA,NA,NA,"NM_FNS02_118.lst"
"ETA3",0,NA,NA,NA,"NM_FNS02_118.lst"
"ETA4",0.366,NA,NA,NA,"NM_FNS02_118.lst"
"ETA5",0.682,NA,NA,NA,"NM_FNS02_118.lst"
"ETA6",0.681,NA,NA,NA,"NM_FNS02_118.lst"
"ETA1",0.0199,NA,NA,NA,"NM_FNS02_120.lst"
"ETA2",0.0661,NA,NA,NA,"NM_FNS02_120.lst"
"ETA3",0.0993,NA,NA,NA,"NM_FNS02_120.lst"
"ETA4",0.156,NA,NA,NA,"NM_FNS02_120.lst"
"ETA5",0.265,NA,NA,NA,"NM_FNS02_120.lst"
"ETA6",0.262,NA,NA,NA,"NM_FNS02_120.lst"
"ETA1",0.252,NA,NA,NA,"NM_FNS02_121.lst"
"ETA2",0.0963,NA,NA,NA,"NM_FNS02_121.lst"
"ETA3",0.936,NA,NA,NA,"NM_FNS02_121.lst"
"ETA4",0.341,NA,NA,NA,"NM_FNS02_121.lst"
"ETA5",0.053,NA,NA,NA,"NM_FNS02_121.lst"
"ETA6",0.0696,NA,NA,NA,"NM_FNS02_121.lst"
"ETA1",0.0201,0.00447,22.2388059701493,NA,"NM_FNS02_122.lst"
"ETA2",0.0676,0.0187,27.6627218934911,NA,"NM_FNS02_122.lst"
"ETA3",0.0893,0.0188,21.0526315789474,NA,"NM_FNS02_122.lst"
"ETA4",0.309,0.0777,25.1456310679612,NA,"NM_FNS02_122.lst"
"ETA5",0.168,0.149,88.6904761904762,NA,"NM_FNS02_122.lst"
"ETA6",0.335,0.142,42.3880597014925,NA,"NM_FNS02_122.lst"
"ETA1",0.0197,0.00435,22.0812182741117,NA,"NM_FNS02_124.lst"
"ETA2",0.07,0.0158,22.5714285714286,NA,"NM_FNS02_124.lst"
"ETA3",0.105,0.0201,19.1428571428571,NA,"NM_FNS02_124.lst"
"ETA4",0.34,0.0707,20.7941176470588,NA,"NM_FNS02_124.lst"
"ETA5",0.266,0.0936,35.187969924812,NA,"NM_FNS02_124.lst"
"ETA6",0.264,0.0633,23.9772727272727,NA,"NM_FNS02_124.lst"
"ETA1",0.0207,NA,NA,NA,"NM_FNS02_125.lst"
"ETA2",0.071,NA,NA,NA,"NM_FNS02_125.lst"
"ETA3",0.115,NA,NA,NA,"NM_FNS02_125.lst"
"ETA4",0.334,NA,NA,NA,"NM_FNS02_125.lst"
"ETA5",0.271,NA,NA,NA,"NM_FNS02_125.lst"
"ETA6",0.267,NA,NA,NA,"NM_FNS02_125.lst"
"ETA1",0.959,NA,NA,NA,"NM_FNS02_126.lst"
"ETA2",0.173,NA,NA,NA,"NM_FNS02_126.lst"
"ETA3",0.244,NA,NA,NA,"NM_FNS02_126.lst"
"ETA4",0.198,NA,NA,NA,"NM_FNS02_126.lst"
"ETA5",0,NA,NA,NA,"NM_FNS02_126.lst"
"ETA6",0.301,NA,NA,NA,"NM_FNS02_126.lst"
"ETA1",0.0197,0.00442,22.4365482233503,NA,"NM_FNS02_127.lst"
"ETA2",0.0704,0.0158,22.4431818181818,NA,"NM_FNS02_127.lst"
"ETA3",0.104,0.0202,19.4230769230769,NA,"NM_FNS02_127.lst"
"ETA4",0.342,0.0708,20.7017543859649,NA,"NM_FNS02_127.lst"
"ETA5",0.266,0.0935,35.1503759398496,NA,"NM_FNS02_127.lst"
"ETA6",0.251,0.0569,22.6693227091633,NA,"NM_FNS02_127.lst"
"ETA1",0.0198,0.00442,22.3232323232323,NA,"NM_FNS02_128.lst"
"ETA2",0.0707,0.0156,22.0650636492221,NA,"NM_FNS02_128.lst"
"ETA3",0.105,0.0204,19.4285714285714,NA,"NM_FNS02_128.lst"
"ETA4",0.343,0.0715,20.8454810495627,NA,"NM_FNS02_128.lst"
"ETA5",0.266,0.0962,36.1654135338346,NA,"NM_FNS02_128.lst"
"ETA6",0.225,0.0506,22.4888888888889,NA,"NM_FNS02_128.lst"
"ETA1",0.0681,NA,NA,NA,"NM_FNS02_129.lst"
"ETA2",0.103,NA,NA,NA,"NM_FNS02_129.lst"
"ETA3",0.288,NA,NA,NA,"NM_FNS02_129.lst"
"ETA4",0.273,NA,NA,NA,"NM_FNS02_129.lst"
"ETA5",0.105,NA,NA,NA,"NM_FNS02_129.lst"
"ETA1",0.0218,NA,NA,NA,"NM_FNS02_218.lst"
"ETA2",0.13,NA,NA,NA,"NM_FNS02_218.lst"
"ETA3",0.464,NA,NA,NA,"NM_FNS02_218.lst"
"ETA4",0.356,NA,NA,NA,"NM_FNS02_218.lst"
"ETA5",0.629,NA,NA,NA,"NM_FNS02_218.lst"
"ETA6",0.281,NA,NA,NA,"NM_FNS02_218.lst"
"ETA1",0.0246,NA,NA,NA,"NM_FNS02_219.lst"
"ETA2",0.0832,NA,NA,NA,"NM_FNS02_219.lst"
"ETA3",0.167,NA,NA,NA,"NM_FNS02_219.lst"
"ETA4",0.347,NA,NA,NA,"NM_FNS02_219.lst"
"ETA5",0.34,NA,NA,NA,"NM_FNS02_219.lst"
"ETA6",0.565,NA,NA,NA,"NM_FNS02_219.lst"
"ETA1",0.0233,NA,NA,NA,"NM_FNS02_222.lst"
"ETA2",0.289,NA,NA,NA,"NM_FNS02_222.lst"
"ETA3",0.552,NA,NA,NA,"NM_FNS02_222.lst"
"ETA4",0.382,NA,NA,NA,"NM_FNS02_222.lst"
"ETA5",0.373,NA,NA,NA,"NM_FNS02_222.lst"
"ETA6",0.478,NA,NA,NA,"NM_FNS02_222.lst"
"ETA1",0.116,NA,NA,NA,"NM_FNS02_223.lst"
"ETA2",0.163,NA,NA,NA,"NM_FNS02_223.lst"
"ETA3",0.41,NA,NA,NA,"NM_FNS02_223.lst"
"ETA4",0.359,NA,NA,NA,"NM_FNS02_223.lst"
"ETA5",0.461,NA,NA,NA,"NM_FNS02_223.lst"
"ETA6",0,NA,NA,NA,"NM_FNS02_223.lst"
"ETA1",0.0456,NA,NA,NA,"NM_FNS02_225.lst"
"ETA2",0.528,NA,NA,NA,"NM_FNS02_225.lst"
"ETA3",0.465,NA,NA,NA,"NM_FNS02_225.lst"
"ETA4",0.892,NA,NA,NA,"NM_FNS02_225.lst"
"ETA5",0.763,NA,NA,NA,"NM_FNS02_225.lst"
"ETA6",0.382,NA,NA,NA,"NM_FNS02_225.lst"
"ETA1",0.183,NA,NA,NA,"NM_FNS02_226.lst"
"ETA2",0.0689,NA,NA,NA,"NM_FNS02_226.lst"
"ETA3",0.172,NA,NA,NA,"NM_FNS02_226.lst"
"ETA4",0.312,NA,NA,NA,"NM_FNS02_226.lst"
"ETA5",0.529,NA,NA,NA,"NM_FNS02_226.lst"
